Execution Date,User Story,Test Case ID,LOB,Execution Status,Defect ID,Defect Description,Defect Type,Defect Status,Severity,Priority
28/12/24,Global Nav,TC_052,M&R,Pass,,,,,,
29/12/24,Global Nav,TC_052,M&R,Pass,,,,,,
30/12/24,Global Nav,TC_052,M&R,Pass,,,,,,
31/12/24,Global Nav,TC_052,M&R,Pass,,,,,,
01/01/25,Global Nav,TC_052,M&R,Fail,D_1900,Automation Script Issue detected in M&R module.,Automation,Open,,
02/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
03/01/25,Global Nav,TC_052,M&R,Fail,D_1994,Automation Script Issue detected in M&R module.,Manual,Open,,
04/01/25,Global Nav,TC_052,M&R,Fail,D_1521,Test Data Issue detected in M&R module.,Manual,Closed,,
05/01/25,Global Nav,TC_052,M&R,Fail,D_1449,Automation Script Issue detected in M&R module.,Automation,Closed,,
06/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
07/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
08/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
09/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
10/01/25,Global Nav,TC_052,M&R,Fail,D_1875,Requirement Gap detected in M&R module.,Automation,Deferred,,
11/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
12/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
13/01/25,Global Nav,TC_052,M&R,Fail,D_1043,Test Data Issue detected in M&R module.,Manual,In Progress,,
14/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
15/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
16/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
17/01/25,Global Nav,TC_052,M&R,Fail,D_1641,Environment Issue detected in M&R module.,Manual,In Progress,,
18/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
19/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
20/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
21/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
22/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
23/01/25,Global Nav,TC_052,M&R,Fail,D_1085,Automation Script Issue detected in M&R module.,Automation,In Progress,,
24/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
25/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
26/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
27/01/25,Global Nav,TC_052,M&R,Fail,D_1795,Automation Script Issue detected in M&R module.,Automation,Closed,,
28/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
29/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
30/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
31/01/25,Global Nav,TC_052,M&R,Pass,,,,,,
01/02/25,Global Nav,TC_052,M&R,Fail,D_1084,Automation Script Issue detected in M&R module.,Manual,Open,,
02/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
03/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
04/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
05/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
06/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
07/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
08/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
09/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
10/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
11/02/25,Global Nav,TC_052,M&R,Fail,D_1992,Test Data Issue detected in M&R module.,Automation,Deferred,,
12/02/25,Global Nav,TC_052,M&R,Fail,D_1947,Test Data Issue detected in M&R module.,Automation,Open,,
13/02/25,Global Nav,TC_052,M&R,Fail,D_1774,Test Data Issue detected in M&R module.,Automation,Closed,,
14/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
15/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
16/02/25,Global Nav,TC_052,M&R,Fail,D_1986,Automation Script Issue detected in M&R module.,Automation,Deferred,,
17/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
18/02/25,Global Nav,TC_052,M&R,Fail,D_1122,Test Data Issue detected in M&R module.,Manual,Deferred,,
19/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
20/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
21/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
22/02/25,Global Nav,TC_052,M&R,Fail,D_1934,Code Issue detected in M&R module.,Automation,Closed,,
23/02/25,Global Nav,TC_052,M&R,Fail,D_1714,Test Data Issue detected in M&R module.,Automation,Open,,
24/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
25/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
26/02/25,Global Nav,TC_052,M&R,Fail,D_1076,Environment Issue detected in M&R module.,Manual,Deferred,,
27/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
28/02/25,Global Nav,TC_052,M&R,Pass,,,,,,
01/03/25,Global Nav,TC_052,M&R,Fail,D_1081,Code Issue detected in M&R module.,Manual,Open,,
02/03/25,Global Nav,TC_052,M&R,Pass,,,,,,
03/03/25,Global Nav,TC_052,M&R,Fail,D_1027,Automation Script Issue detected in M&R module.,Manual,Closed,,
04/03/25,Global Nav,TC_052,M&R,Pass,,,,,,
05/03/25,Global Nav,TC_052,M&R,Pass,,,,,,
15/12/24,Global Nav,TC_053,E&I,Pass,,,,,,
16/12/24,Global Nav,TC_053,E&I,Fail,D_1638,Code Issue detected in E&I module.,Manual,Deferred,,
17/12/24,Global Nav,TC_053,E&I,Fail,D_1648,Test Data Issue detected in E&I module.,Manual,Deferred,,
18/12/24,Global Nav,TC_053,E&I,Pass,,,,,,
19/12/24,Global Nav,TC_053,E&I,Fail,D_1975,Environment Issue detected in E&I module.,Automation,Deferred,,
20/12/24,Global Nav,TC_053,E&I,Pass,,,,,,
21/12/24,Global Nav,TC_053,E&I,Pass,,,,,,
22/12/24,Global Nav,TC_053,E&I,Pass,,,,,,
23/12/24,Global Nav,TC_053,E&I,Pass,,,,,,
24/12/24,Global Nav,TC_053,E&I,Pass,,,,,,
25/12/24,Global Nav,TC_053,E&I,Pass,,,,,,
26/12/24,Global Nav,TC_053,E&I,Fail,D_1262,Requirement Gap detected in E&I module.,Automation,Closed,,
27/12/24,Global Nav,TC_053,E&I,Pass,,,,,,
28/12/24,Global Nav,TC_053,E&I,Pass,,,,,,
29/12/24,Global Nav,TC_053,E&I,Pass,,,,,,
30/12/24,Global Nav,TC_053,E&I,Pass,,,,,,
31/12/24,Global Nav,TC_053,E&I,Pass,,,,,,
01/01/25,Global Nav,TC_053,E&I,Fail,D_1400,Automation Script Issue detected in E&I module.,Manual,Deferred,,
02/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
03/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
04/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
05/01/25,Global Nav,TC_053,E&I,Fail,D_1010,Test Data Issue detected in E&I module.,Automation,Closed,,
06/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
07/01/25,Global Nav,TC_053,E&I,Fail,D_1684,Code Issue detected in E&I module.,Automation,Deferred,,
08/01/25,Global Nav,TC_053,E&I,Fail,D_1820,Automation Script Issue detected in E&I module.,Automation,Closed,,
09/01/25,Global Nav,TC_053,E&I,Fail,D_1386,Environment Issue detected in E&I module.,Automation,Closed,,
10/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
11/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
12/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
13/01/25,Global Nav,TC_053,E&I,Fail,D_1568,Code Issue detected in E&I module.,Automation,In Progress,,
14/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
15/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
16/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
17/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
18/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
19/01/25,Global Nav,TC_053,E&I,Fail,D_1053,Automation Script Issue detected in E&I module.,Automation,In Progress,,
20/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
21/01/25,Global Nav,TC_053,E&I,Fail,D_1279,Environment Issue detected in E&I module.,Manual,In Progress,,
22/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
23/01/25,Global Nav,TC_053,E&I,Fail,D_1241,Environment Issue detected in E&I module.,Manual,Closed,,
24/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
25/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
26/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
27/01/25,Global Nav,TC_053,E&I,Fail,D_1908,Test Data Issue detected in E&I module.,Automation,In Progress,,
28/01/25,Global Nav,TC_053,E&I,Fail,D_1693,Environment Issue detected in E&I module.,Manual,Deferred,,
29/01/25,Global Nav,TC_053,E&I,Fail,D_1067,Test Data Issue detected in E&I module.,Manual,Closed,,
30/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
31/01/25,Global Nav,TC_053,E&I,Pass,,,,,,
01/02/25,Global Nav,TC_053,E&I,Pass,,,,,,
02/02/25,Global Nav,TC_053,E&I,Pass,,,,,,
03/02/25,Global Nav,TC_053,E&I,Pass,,,,,,
04/02/25,Global Nav,TC_053,E&I,Fail,D_1042,Test Data Issue detected in E&I module.,Manual,Open,,
05/02/25,Global Nav,TC_053,E&I,Pass,,,,,,
06/02/25,Global Nav,TC_053,E&I,Pass,,,,,,
07/02/25,Global Nav,TC_053,E&I,Pass,,,,,,
08/02/25,Global Nav,TC_053,E&I,Fail,D_1281,Test Data Issue detected in E&I module.,Automation,In Progress,,
09/02/25,Global Nav,TC_053,E&I,Fail,D_1208,Environment Issue detected in E&I module.,Automation,Open,,
10/02/25,Global Nav,TC_053,E&I,Fail,D_1570,Environment Issue detected in E&I module.,Manual,Open,,
11/02/25,Global Nav,TC_053,E&I,Fail,D_1900,Automation Script Issue detected in E&I module.,Automation,Deferred,,
12/02/25,Global Nav,TC_053,E&I,Pass,,,,,,
13/02/25,Global Nav,TC_053,E&I,Fail,D_1246,Code Issue detected in E&I module.,Manual,Deferred,,
14/02/25,Global Nav,TC_053,E&I,Fail,D_1706,Code Issue detected in E&I module.,Automation,In Progress,,
15/02/25,Global Nav,TC_053,E&I,Fail,D_1351,Requirement Gap detected in E&I module.,Automation,Deferred,,
16/02/25,Global Nav,TC_053,E&I,Fail,D_1701,Requirement Gap detected in E&I module.,Manual,Open,,
17/02/25,Global Nav,TC_053,E&I,Pass,,,,,,
18/02/25,Global Nav,TC_053,E&I,Fail,D_1652,Test Data Issue detected in E&I module.,Automation,Open,,
19/02/25,Global Nav,TC_053,E&I,Fail,D_1099,Automation Script Issue detected in E&I module.,Automation,Closed,,
20/02/25,Global Nav,TC_053,E&I,Pass,,,,,,
21/02/25,Global Nav,TC_053,E&I,Fail,D_1307,Test Data Issue detected in E&I module.,Manual,Open,,
22/02/25,Global Nav,TC_053,E&I,Pass,,,,,,
23/02/25,Global Nav,TC_053,E&I,Pass,,,,,,
24/02/25,Global Nav,TC_053,E&I,Fail,D_1513,Code Issue detected in E&I module.,Manual,Closed,,
25/02/25,Global Nav,TC_053,E&I,Fail,D_1264,Test Data Issue detected in E&I module.,Manual,In Progress,,
26/02/25,Global Nav,TC_053,E&I,Fail,D_1646,Automation Script Issue detected in E&I module.,Automation,Open,,
27/02/25,Global Nav,TC_053,E&I,Fail,D_1783,Automation Script Issue detected in E&I module.,Manual,Open,,
28/02/25,Global Nav,TC_053,E&I,Pass,,,,,,
01/03/25,Global Nav,TC_053,E&I,Fail,D_1010,Environment Issue detected in E&I module.,Manual,In Progress,,
02/03/25,Global Nav,TC_053,E&I,Fail,D_1542,Code Issue detected in E&I module.,Manual,Closed,,
03/03/25,Global Nav,TC_053,E&I,Pass,,,,,,
04/03/25,Global Nav,TC_053,E&I,Pass,,,,,,
05/03/25,Global Nav,TC_053,E&I,Pass,,,,,,
15/12/24,Global Nav,TC_054,M&R,Pass,,,,,,
16/12/24,Global Nav,TC_054,M&R,Fail,D_1346,Automation Script Issue detected in M&R module.,Automation,Closed,,
17/12/24,Global Nav,TC_054,M&R,Pass,,,,,,
18/12/24,Global Nav,TC_054,M&R,Pass,,,,,,
19/12/24,Global Nav,TC_054,M&R,Pass,,,,,,
20/12/24,Global Nav,TC_054,M&R,Pass,,,,,,
21/12/24,Global Nav,TC_054,M&R,Pass,,,,,,
22/12/24,Global Nav,TC_054,M&R,Fail,D_1188,Requirement Gap detected in M&R module.,Manual,Deferred,,
23/12/24,Global Nav,TC_054,M&R,Fail,D_1650,Environment Issue detected in M&R module.,Automation,Closed,,
24/12/24,Global Nav,TC_054,M&R,Pass,,,,,,
25/12/24,Global Nav,TC_054,M&R,Pass,,,,,,
26/12/24,Global Nav,TC_054,M&R,Pass,,,,,,
27/12/24,Global Nav,TC_054,M&R,Pass,,,,,,
28/12/24,Global Nav,TC_054,M&R,Pass,,,,,,
29/12/24,Global Nav,TC_054,M&R,Pass,,,,,,
30/12/24,Global Nav,TC_054,M&R,Fail,D_1450,Environment Issue detected in M&R module.,Manual,Deferred,,
31/12/24,Global Nav,TC_054,M&R,Pass,,,,,,
01/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
02/01/25,Global Nav,TC_054,M&R,Fail,D_1021,Environment Issue detected in M&R module.,Manual,Deferred,,
03/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
04/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
05/01/25,Global Nav,TC_054,M&R,Fail,D_1174,Automation Script Issue detected in M&R module.,Manual,Open,,
06/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
07/01/25,Global Nav,TC_054,M&R,Fail,D_1759,Test Data Issue detected in M&R module.,Automation,Closed,,
08/01/25,Global Nav,TC_054,M&R,Fail,D_1230,Automation Script Issue detected in M&R module.,Manual,Deferred,,
09/01/25,Global Nav,TC_054,M&R,Fail,D_1998,Environment Issue detected in M&R module.,Automation,Open,,
10/01/25,Global Nav,TC_054,M&R,Fail,D_1444,Environment Issue detected in M&R module.,Automation,Open,,
11/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
12/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
13/01/25,Global Nav,TC_054,M&R,Fail,D_1074,Test Data Issue detected in M&R module.,Automation,Deferred,,
14/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
15/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
16/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
17/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
18/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
19/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
20/01/25,Global Nav,TC_054,M&R,Fail,D_1150,Code Issue detected in M&R module.,Manual,In Progress,,
21/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
22/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
23/01/25,Global Nav,TC_054,M&R,Fail,D_1713,Environment Issue detected in M&R module.,Automation,Deferred,,
24/01/25,Global Nav,TC_054,M&R,Fail,D_1354,Environment Issue detected in M&R module.,Automation,Deferred,,
25/01/25,Global Nav,TC_054,M&R,Fail,D_1272,Code Issue detected in M&R module.,Automation,Open,,
26/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
27/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
28/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
29/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
30/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
31/01/25,Global Nav,TC_054,M&R,Pass,,,,,,
01/02/25,Global Nav,TC_054,M&R,Fail,D_1820,Environment Issue detected in M&R module.,Automation,Deferred,,
02/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
03/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
04/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
05/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
06/02/25,Global Nav,TC_054,M&R,Fail,D_1465,Environment Issue detected in M&R module.,Manual,In Progress,,
07/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
08/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
09/02/25,Global Nav,TC_054,M&R,Fail,D_1669,Automation Script Issue detected in M&R module.,Automation,In Progress,,
10/02/25,Global Nav,TC_054,M&R,Fail,D_1233,Test Data Issue detected in M&R module.,Manual,In Progress,,
11/02/25,Global Nav,TC_054,M&R,Fail,D_1245,Test Data Issue detected in M&R module.,Manual,Closed,,
12/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
13/02/25,Global Nav,TC_054,M&R,Fail,D_1382,Test Data Issue detected in M&R module.,Automation,Closed,,
14/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
15/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
16/02/25,Global Nav,TC_054,M&R,Fail,D_1902,Requirement Gap detected in M&R module.,Manual,In Progress,,
17/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
18/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
19/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
20/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
21/02/25,Global Nav,TC_054,M&R,Fail,D_1157,Test Data Issue detected in M&R module.,Manual,Deferred,,
22/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
23/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
24/02/25,Global Nav,TC_054,M&R,Fail,D_1276,Environment Issue detected in M&R module.,Manual,In Progress,,
25/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
26/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
27/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
28/02/25,Global Nav,TC_054,M&R,Pass,,,,,,
01/03/25,Global Nav,TC_054,M&R,Pass,,,,,,
02/03/25,Global Nav,TC_054,M&R,Pass,,,,,,
03/03/25,Global Nav,TC_054,M&R,Pass,,,,,,
04/03/25,Global Nav,TC_054,M&R,Pass,,,,,,
05/03/25,Global Nav,TC_054,M&R,Pass,,,,,,
15/12/24,Global Nav,TC_055,M&R,Pass,,,,,,
16/12/24,Global Nav,TC_055,M&R,Pass,,,,,,
17/12/24,Global Nav,TC_055,M&R,Pass,,,,,,
18/12/24,Global Nav,TC_055,M&R,Pass,,,,,,
19/12/24,Global Nav,TC_055,M&R,Fail,D_1921,Code Issue detected in M&R module.,Manual,Deferred,,
20/12/24,Global Nav,TC_055,M&R,Pass,,,,,,
21/12/24,Global Nav,TC_055,M&R,Pass,,,,,,
22/12/24,Global Nav,TC_055,M&R,Fail,D_1847,Code Issue detected in M&R module.,Manual,In Progress,,
23/12/24,Global Nav,TC_055,M&R,Fail,D_1606,Environment Issue detected in M&R module.,Automation,Closed,,
24/12/24,Global Nav,TC_055,M&R,Pass,,,,,,
25/12/24,Global Nav,TC_055,M&R,Pass,,,,,,
26/12/24,Global Nav,TC_055,M&R,Pass,,,,,,
27/12/24,Global Nav,TC_055,M&R,Pass,,,,,,
28/12/24,Global Nav,TC_055,M&R,Pass,,,,,,
29/12/24,Global Nav,TC_055,M&R,Pass,,,,,,
30/12/24,Global Nav,TC_055,M&R,Fail,D_1399,Environment Issue detected in M&R module.,Automation,In Progress,,
31/12/24,Global Nav,TC_055,M&R,Pass,,,,,,
01/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
02/01/25,Global Nav,TC_055,M&R,Fail,D_1090,Code Issue detected in M&R module.,Manual,In Progress,,
03/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
04/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
05/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
06/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
07/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
08/01/25,Global Nav,TC_055,M&R,Fail,D_1405,Test Data Issue detected in M&R module.,Automation,Closed,,
09/01/25,Global Nav,TC_055,M&R,Fail,D_1376,Test Data Issue detected in M&R module.,Automation,In Progress,,
10/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
11/01/25,Global Nav,TC_055,M&R,Fail,D_1990,Environment Issue detected in M&R module.,Automation,In Progress,,
12/01/25,Global Nav,TC_055,M&R,Fail,D_1104,Code Issue detected in M&R module.,Manual,Closed,,
13/01/25,Global Nav,TC_055,M&R,Fail,D_1380,Automation Script Issue detected in M&R module.,Automation,In Progress,,
14/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
15/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
16/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
17/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
18/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
19/01/25,Global Nav,TC_055,M&R,Fail,D_1223,Code Issue detected in M&R module.,Manual,In Progress,,
20/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
21/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
22/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
23/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
24/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
25/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
26/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
27/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
28/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
29/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
30/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
31/01/25,Global Nav,TC_055,M&R,Pass,,,,,,
01/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
02/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
03/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
04/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
05/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
06/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
07/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
08/02/25,Global Nav,TC_055,M&R,Fail,D_1436,Code Issue detected in M&R module.,Manual,Open,,
09/02/25,Global Nav,TC_055,M&R,Fail,D_1265,Environment Issue detected in M&R module.,Manual,Closed,,
10/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
11/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
12/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
13/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
14/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
15/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
16/02/25,Global Nav,TC_055,M&R,Fail,D_1531,Code Issue detected in M&R module.,Manual,In Progress,,
17/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
18/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
19/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
20/02/25,Global Nav,TC_055,M&R,Fail,D_1148,Requirement Gap detected in M&R module.,Automation,Open,,
21/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
22/02/25,Global Nav,TC_055,M&R,Fail,D_1490,Requirement Gap detected in M&R module.,Automation,Closed,,
23/02/25,Global Nav,TC_055,M&R,Fail,D_1889,Code Issue detected in M&R module.,Manual,Deferred,,
24/02/25,Global Nav,TC_055,M&R,Fail,D_1962,Test Data Issue detected in M&R module.,Automation,In Progress,,
25/02/25,Global Nav,TC_055,M&R,Fail,D_1691,Test Data Issue detected in M&R module.,Automation,Deferred,,
26/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
27/02/25,Global Nav,TC_055,M&R,Pass,,,,,,
28/02/25,Global Nav,TC_055,M&R,Fail,D_1305,Code Issue detected in M&R module.,Automation,Closed,,
01/03/25,Global Nav,TC_055,M&R,Pass,,,,,,
02/03/25,Global Nav,TC_055,M&R,Pass,,,,,,
03/03/25,Global Nav,TC_055,M&R,Pass,,,,,,
04/03/25,Global Nav,TC_055,M&R,Pass,,,,,,
05/03/25,Global Nav,TC_055,M&R,Pass,,,,,,
15/12/24,Global Nav,TC_056,E&I,Pass,,,,,,
16/12/24,Global Nav,TC_056,E&I,Fail,D_1416,Environment Issue detected in E&I module.,Automation,Deferred,,
17/12/24,Global Nav,TC_056,E&I,Pass,,,,,,
18/12/24,Global Nav,TC_056,E&I,Fail,D_1906,Code Issue detected in E&I module.,Automation,Open,,
19/12/24,Global Nav,TC_056,E&I,Pass,,,,,,
20/12/24,Global Nav,TC_056,E&I,Pass,,,,,,
21/12/24,Global Nav,TC_056,E&I,Pass,,,,,,
22/12/24,Global Nav,TC_056,E&I,Pass,,,,,,
23/12/24,Global Nav,TC_056,E&I,Pass,,,,,,
24/12/24,Global Nav,TC_056,E&I,Pass,,,,,,
25/12/24,Global Nav,TC_056,E&I,Pass,,,,,,
26/12/24,Global Nav,TC_056,E&I,Pass,,,,,,
27/12/24,Global Nav,TC_056,E&I,Pass,,,,,,
28/12/24,Global Nav,TC_056,E&I,Fail,D_1495,Environment Issue detected in E&I module.,Manual,Closed,,
29/12/24,Global Nav,TC_056,E&I,Pass,,,,,,
30/12/24,Global Nav,TC_056,E&I,Fail,D_1750,Test Data Issue detected in E&I module.,Manual,Open,,
31/12/24,Global Nav,TC_056,E&I,Fail,D_1373,Automation Script Issue detected in E&I module.,Manual,In Progress,,
01/01/25,Global Nav,TC_056,E&I,Fail,D_1229,Code Issue detected in E&I module.,Manual,In Progress,,
02/01/25,Global Nav,TC_056,E&I,Fail,D_1502,Environment Issue detected in E&I module.,Automation,Closed,,
03/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
04/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
05/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
06/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
07/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
08/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
09/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
10/01/25,Global Nav,TC_056,E&I,Fail,D_1889,Code Issue detected in E&I module.,Automation,In Progress,,
11/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
12/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
13/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
14/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
15/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
16/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
17/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
18/01/25,Global Nav,TC_056,E&I,Fail,D_1515,Requirement Gap detected in E&I module.,Automation,Closed,,
19/01/25,Global Nav,TC_056,E&I,Fail,D_1833,Requirement Gap detected in E&I module.,Automation,In Progress,,
20/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
21/01/25,Global Nav,TC_056,E&I,Fail,D_1056,Environment Issue detected in E&I module.,Automation,Closed,,
22/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
23/01/25,Global Nav,TC_056,E&I,Fail,D_1407,Test Data Issue detected in E&I module.,Automation,In Progress,,
24/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
25/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
26/01/25,Global Nav,TC_056,E&I,Fail,D_1987,Code Issue detected in E&I module.,Manual,In Progress,,
27/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
28/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
29/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
30/01/25,Global Nav,TC_056,E&I,Fail,D_1420,Requirement Gap detected in E&I module.,Automation,Deferred,,
31/01/25,Global Nav,TC_056,E&I,Pass,,,,,,
