Execution Date,User Story,Test Case ID,LOB,Execution Status,Defect ID,Defect Description,Defect Type,Defect Status,Test Case Name,Severity,Priority
2024-12-26,Global Nav,TC_047,E&I,Pass,D9093,Issue with ui element issue in C&I,Data Issue,Open,Test Case 40,High,P3
2024-12-27,Global Nav,TC_047,E&I,Pass,D7669,Issue with ui element issue in M&R,Data Issue,In Progress,Test Case 71,Critical,P2
2024-12-28,Global Nav,TC_047,E&I,Pass,D7689,Issue with environment in C&I,Data Issue,In Progress,Test Case 35,Critical,P4
2024-12-29,Global Nav,TC_047,E&I,Pass,D8281,Issue with ui element issue in E&I,Data Issue,In Progress,Test Case 45,Critical,P1
2024-12-30,Global Nav,TC_047,E&I,Pass,D5257,Issue with data issue in E&I,UI Element Issue,Closed,Test Case 80,Medium,P4
2024-12-31,Global Nav,TC_047,E&I,Pass,D7689,Issue with ui element issue in M&R,Environment,In Progress,Test Case 62,Critical,P4
2025-01-01,Global Nav,TC_047,E&I,Fail,D_1794,Environment Issue detected in E&I module.,Manual,Deferred,Test Case 79,Critical,P1
2025-01-02,Global Nav,TC_047,E&I,Fail,D_1650,Test Data Issue detected in E&I module.,Manual,Open,Test Case 34,Medium,P2
2025-01-03,Global Nav,TC_047,E&I,Pass,D1972,Issue with ui element issue in C&I,Environment,In Progress,Test Case 12,Medium,P4
2025-01-04,Global Nav,TC_047,E&I,Fail,D_1112,Requirement Gap detected in E&I module.,Manual,Deferred,Test Case 107,Critical,P3
2025-01-05,Global Nav,TC_047,E&I,Pass,D5537,Issue with ui element issue in M&R,Data Issue,Closed,Test Case 35,Critical,P1
2025-01-06,Global Nav,TC_047,E&I,Fail,D_1034,Environment Issue detected in E&I module.,Automation,Closed,Test Case 57,High,P4
2025-01-07,Global Nav,TC_047,E&I,Pass,D6606,Issue with ui element issue in M&R,Data Issue,In Progress,Test Case 34,Critical,P4
2025-01-08,Global Nav,TC_047,E&I,Pass,D8392,Issue with environment in M&R,Environment,Closed,Test Case 52,Critical,P4
2025-01-09,Global Nav,TC_047,E&I,Pass,D9715,Issue with ui element issue in E&I,Environment,Closed,Test Case 28,Medium,P1
2025-01-10,Global Nav,TC_047,E&I,Pass,D8278,Issue with ui element issue in E&I,Data Issue,Open,Test Case 29,Medium,P3
2025-01-11,Global Nav,TC_047,E&I,Pass,D9185,Issue with data issue in C&I,UI Element Issue,In Progress,Test Case 59,Medium,P4
2025-01-12,Global Nav,TC_047,E&I,Fail,D_1210,Test Data Issue detected in E&I module.,Automation,Closed,Test Case 40,Medium,P3
2025-01-13,Global Nav,TC_047,E&I,Pass,D1889,Issue with ui element issue in M&R,Data Issue,In Progress,Test Case 2,Medium,P4
2025-01-14,Global Nav,TC_047,E&I,Pass,D9376,Issue with environment in M&R,UI Element Issue,Open,Test Case 60,Medium,P4
2025-01-15,Global Nav,TC_047,E&I,Pass,D4727,Issue with environment in E&I,Data Issue,Closed,Test Case 20,High,P3
2025-01-16,Global Nav,TC_047,E&I,Pass,D8278,Issue with environment in C&I,Data Issue,Closed,Test Case 67,Medium,P1
2025-01-17,Global Nav,TC_047,E&I,Fail,D_1730,Environment Issue detected in E&I module.,Automation,In Progress,Test Case 92,High,P4
2025-01-18,Global Nav,TC_047,E&I,Fail,D_1095,Environment Issue detected in E&I module.,Manual,Deferred,Test Case 80,High,P4
2025-01-19,Global Nav,TC_047,E&I,Fail,D_1974,Test Data Issue detected in E&I module.,Manual,In Progress,Test Case 57,Medium,P4
2025-01-20,Global Nav,TC_047,E&I,Fail,D_1080,Code Issue detected in E&I module.,Manual,Open,Test Case 35,High,P4
2025-01-21,Global Nav,TC_047,E&I,Fail,D_1195,Requirement Gap detected in E&I module.,Automation,In Progress,Test Case 99,High,P1
2025-01-22,Global Nav,TC_047,E&I,Pass,D3858,Issue with ui element issue in C&I,Environment,Open,Test Case 70,Medium,P2
2025-01-23,Global Nav,TC_047,E&I,Fail,D_1718,Automation Script Issue detected in E&I module.,Manual,Closed,Test Case 86,Critical,P3
2025-01-24,Global Nav,TC_047,E&I,Fail,D_1748,Environment Issue detected in E&I module.,Automation,In Progress,Test Case 30,High,P3
2025-01-25,Global Nav,TC_047,E&I,Pass,D1889,Issue with data issue in M&R,Environment,In Progress,Test Case 20,Medium,P1
2025-01-26,Global Nav,TC_047,E&I,Pass,D3460,Issue with environment in E&I,Environment,Closed,Test Case 95,Critical,P4
2025-01-27,Global Nav,TC_047,E&I,Fail,D_1863,Test Data Issue detected in E&I module.,Automation,Deferred,Test Case 63,High,P3
2025-01-28,Global Nav,TC_047,E&I,Pass,D3481,Issue with environment in E&I,UI Element Issue,In Progress,Test Case 80,Medium,P1
2025-01-29,Global Nav,TC_047,E&I,Fail,D_1487,Test Data Issue detected in E&I module.,Manual,In Progress,Test Case 120,Critical,P4
2025-01-30,Global Nav,TC_047,E&I,Fail,D_1950,Test Data Issue detected in E&I module.,Automation,Open,Test Case 113,Medium,P2
2025-01-31,Global Nav,TC_047,E&I,Pass,D8281,Issue with ui element issue in C&I,UI Element Issue,Closed,Test Case 39,Critical,P1
2025-02-01,Global Nav,TC_047,E&I,Pass,D8789,Issue with environment in C&I,Data Issue,Open,Test Case 44,Critical,P2
2025-02-02,Global Nav,TC_047,E&I,Pass,D6323,Issue with data issue in M&R,Data Issue,Closed,Test Case 10,High,P3
2025-02-03,Global Nav,TC_047,E&I,Pass,D8281,Issue with environment in C&I,UI Element Issue,Closed,Test Case 95,High,P4
2025-02-04,Global Nav,TC_047,E&I,Pass,D3685,Issue with environment in C&I,Environment,Closed,Test Case 27,High,P2
2025-02-05,Global Nav,TC_047,E&I,Fail,D_1635,Test Data Issue detected in E&I module.,Manual,Open,Test Case 38,Medium,P2
2025-02-06,Global Nav,TC_047,E&I,Fail,D_1840,Test Data Issue detected in E&I module.,Automation,Deferred,Test Case 82,High,P4
2025-02-07,Global Nav,TC_047,E&I,Fail,D_1029,Automation Script Issue detected in E&I module.,Automation,Open,Test Case 2,Critical,P2
2025-02-08,Global Nav,TC_047,E&I,Pass,D3858,Issue with data issue in C&I,Environment,In Progress,Test Case 102,Critical,P4
2025-02-09,Global Nav,TC_047,E&I,Pass,D7669,Issue with environment in E&I,Environment,Closed,Test Case 81,Critical,P1
2025-02-10,Global Nav,TC_047,E&I,Pass,D9715,Issue with environment in E&I,UI Element Issue,Closed,Test Case 105,High,P2
2025-02-11,Global Nav,TC_047,E&I,Fail,D_1929,Test Data Issue detected in E&I module.,Manual,Open,Test Case 19,Medium,P4
2025-02-12,Global Nav,TC_047,E&I,Pass,D9758,Issue with ui element issue in E&I,Environment,Open,Test Case 23,High,P4
2025-02-13,Global Nav,TC_047,E&I,Pass,D6323,Issue with ui element issue in E&I,Environment,Closed,Test Case 49,High,P2
2025-02-14,Global Nav,TC_047,E&I,Pass,D1524,Issue with data issue in C&I,Environment,In Progress,Test Case 93,High,P1
2025-02-15,Global Nav,TC_047,E&I,Pass,D9422,Issue with data issue in C&I,UI Element Issue,Closed,Test Case 26,Medium,P1
2025-02-16,Global Nav,TC_047,E&I,Pass,D8893,Issue with data issue in E&I,Environment,Open,Test Case 47,High,P3
2025-02-17,Global Nav,TC_047,E&I,Fail,D_1798,Environment Issue detected in E&I module.,Manual,Deferred,Test Case 81,Medium,P1
2025-02-18,Global Nav,TC_047,E&I,Pass,D4279,Issue with ui element issue in C&I,Data Issue,Closed,Test Case 89,High,P1
2025-02-19,Global Nav,TC_047,E&I,Pass,D3460,Issue with ui element issue in E&I,UI Element Issue,In Progress,Test Case 76,Medium,P4
2025-02-20,Global Nav,TC_047,E&I,Pass,D9758,Issue with data issue in C&I,UI Element Issue,In Progress,Test Case 77,Medium,P2
2025-02-21,Global Nav,TC_047,E&I,Pass,D9758,Issue with environment in E&I,Data Issue,In Progress,Test Case 109,Critical,P4
2025-02-22,Global Nav,TC_047,E&I,Pass,D9185,Issue with ui element issue in E&I,Environment,Open,Test Case 117,Medium,P2
2025-02-23,Global Nav,TC_047,E&I,Fail,D_1718,Automation Script Issue detected in E&I module.,Manual,Deferred,Test Case 112,Medium,P3
2025-02-24,Global Nav,TC_047,E&I,Pass,D8392,Issue with data issue in M&R,Data Issue,In Progress,Test Case 58,High,P4
2025-02-25,Global Nav,TC_047,E&I,Pass,D8281,Issue with data issue in E&I,UI Element Issue,Open,Test Case 48,Critical,P1
2025-02-26,Global Nav,TC_047,E&I,Pass,D6323,Issue with ui element issue in E&I,UI Element Issue,In Progress,Test Case 79,High,P1
2025-02-27,Global Nav,TC_047,E&I,Fail,D_1031,Automation Script Issue detected in E&I module.,Manual,Deferred,Test Case 16,High,P3
2025-02-28,Global Nav,TC_047,E&I,Pass,D5257,Issue with ui element issue in E&I,UI Element Issue,Open,Test Case 26,Medium,P4
2025-03-01,Global Nav,TC_047,E&I,Pass,D6606,Issue with data issue in C&I,Data Issue,Closed,Test Case 99,Medium,P1
2025-03-02,Global Nav,TC_047,E&I,Fail,D_1123,Requirement Gap detected in E&I module.,Automation,Open,Test Case 89,High,P4
2025-03-03,Global Nav,TC_047,E&I,Pass,D9185,Issue with environment in C&I,Environment,Open,Test Case 2,Medium,P2
2025-03-04,Global Nav,TC_047,E&I,Fail,D_1264,Environment Issue detected in E&I module.,Manual,Deferred,Test Case 95,Critical,P2
2025-03-05,Global Nav,TC_047,E&I,Pass,D9715,Issue with ui element issue in E&I,Environment,Open,Test Case 38,High,P3
2024-12-15,Global Nav,TC_048,C&I,Pass,D8281,Issue with environment in E&I,Data Issue,Open,Test Case 19,High,P4
2024-12-16,Global Nav,TC_048,C&I,Pass,D3545,Issue with ui element issue in C&I,UI Element Issue,In Progress,Test Case 67,Medium,P2
2024-12-17,Global Nav,TC_048,C&I,Pass,D7689,Issue with ui element issue in C&I,Environment,Open,Test Case 66,Medium,P1
2024-12-18,Global Nav,TC_048,C&I,Fail,D_1856,Code Issue detected in C&I module.,Manual,Open,Test Case 60,High,P1
2024-12-19,Global Nav,TC_048,C&I,Pass,D8281,Issue with environment in C&I,UI Element Issue,In Progress,Test Case 51,Medium,P4
2024-12-20,Global Nav,TC_048,C&I,Pass,D9376,Issue with ui element issue in C&I,Environment,Closed,Test Case 11,High,P4
2024-12-21,Global Nav,TC_048,C&I,Pass,D3685,Issue with ui element issue in E&I,UI Element Issue,Closed,Test Case 16,Critical,P3
2024-12-22,Global Nav,TC_048,C&I,Fail,D_1870,Test Data Issue detected in C&I module.,Manual,Open,Test Case 33,Critical,P2
2024-12-23,Global Nav,TC_048,C&I,Pass,D8400,Issue with data issue in E&I,Data Issue,Open,Test Case 28,High,P1
2024-12-24,Global Nav,TC_048,C&I,Pass,D8392,Issue with environment in M&R,Environment,Open,Test Case 19,Critical,P2
2024-12-25,Global Nav,TC_048,C&I,Pass,D7689,Issue with ui element issue in E&I,UI Element Issue,Open,Test Case 84,High,P3
2024-12-26,Global Nav,TC_048,C&I,Pass,D8812,Issue with ui element issue in M&R,Data Issue,Closed,Test Case 83,Critical,P4
2024-12-27,Global Nav,TC_048,C&I,Pass,D3066,Issue with data issue in E&I,Data Issue,Closed,Test Case 72,High,P1
2024-12-28,Global Nav,TC_048,C&I,Fail,D_1901,Environment Issue detected in C&I module.,Manual,Open,Test Case 86,Medium,P3
2024-12-29,Global Nav,TC_048,C&I,Pass,D4727,Issue with data issue in C&I,UI Element Issue,Closed,Test Case 91,Critical,P2
2024-12-30,Global Nav,TC_048,C&I,Pass,D8400,Issue with data issue in E&I,Environment,In Progress,Test Case 86,High,P4
2024-12-31,Global Nav,TC_048,C&I,Fail,D_1233,Environment Issue detected in C&I module.,Manual,Open,Test Case 25,Medium,P3
2025-01-01,Global Nav,TC_048,C&I,Pass,D1972,Issue with environment in C&I,Environment,Open,Test Case 62,High,P2
2025-01-02,Global Nav,TC_048,C&I,Fail,D_1500,Requirement Gap detected in C&I module.,Manual,Closed,Test Case 106,Medium,P3
2025-01-03,Global Nav,TC_048,C&I,Pass,D9093,Issue with data issue in E&I,Environment,Closed,Test Case 51,Medium,P3
2025-01-04,Global Nav,TC_048,C&I,Fail,D_1834,Requirement Gap detected in C&I module.,Automation,Closed,Test Case 50,Medium,P1
2025-01-05,Global Nav,TC_048,C&I,Pass,D3066,Issue with ui element issue in C&I,Data Issue,Closed,Test Case 18,Critical,P3
2025-01-06,Global Nav,TC_048,C&I,Pass,D5257,Issue with environment in E&I,UI Element Issue,In Progress,Test Case 40,Critical,P3
2025-01-07,Global Nav,TC_048,C&I,Pass,D9376,Issue with data issue in E&I,UI Element Issue,In Progress,Test Case 29,Medium,P3
2025-01-08,Global Nav,TC_048,C&I,Fail,D_1570,Test Data Issue detected in C&I module.,Automation,Open,Test Case 70,High,P1
2025-01-09,Global Nav,TC_048,C&I,Pass,D3685,Issue with ui element issue in E&I,UI Element Issue,Open,Test Case 86,Medium,P3
2025-01-10,Global Nav,TC_048,C&I,Pass,D8392,Issue with data issue in E&I,UI Element Issue,Open,Test Case 2,High,P2
2025-01-11,Global Nav,TC_048,C&I,Pass,D5257,Issue with data issue in M&R,UI Element Issue,In Progress,Test Case 60,Critical,P4
2025-01-12,Global Nav,TC_048,C&I,Fail,D_1856,Automation Script Issue detected in C&I module.,Manual,Open,Test Case 11,Medium,P2
2025-01-13,Global Nav,TC_048,C&I,Pass,D9715,Issue with environment in C&I,Environment,Open,Test Case 108,Medium,P4
2025-01-14,Global Nav,TC_048,C&I,Fail,D_1444,Code Issue detected in C&I module.,Automation,Deferred,Test Case 37,Critical,P3
2025-01-15,Global Nav,TC_048,C&I,Fail,D_1961,Test Data Issue detected in C&I module.,Manual,Closed,Test Case 10,Medium,P1
2025-01-16,Global Nav,TC_048,C&I,Pass,D3858,Issue with data issue in E&I,UI Element Issue,Open,Test Case 100,High,P4
2025-01-17,Global Nav,TC_048,C&I,Pass,D9185,Issue with environment in M&R,UI Element Issue,Closed,Test Case 51,Medium,P4
2025-01-18,Global Nav,TC_048,C&I,Pass,D8789,Issue with data issue in C&I,Data Issue,Closed,Test Case 95,High,P1
2025-01-19,Global Nav,TC_048,C&I,Fail,D_1669,Environment Issue detected in C&I module.,Manual,Deferred,Test Case 66,High,P4
2025-01-20,Global Nav,TC_048,C&I,Pass,D4204,Issue with data issue in M&R,Environment,In Progress,Test Case 69,Critical,P2
2025-01-21,Global Nav,TC_048,C&I,Fail,D_1661,Automation Script Issue detected in C&I module.,Manual,In Progress,Test Case 48,High,P2
2025-01-22,Global Nav,TC_048,C&I,Pass,D3066,Issue with data issue in M&R,Environment,In Progress,Test Case 57,Critical,P1
2025-01-23,Global Nav,TC_048,C&I,Fail,D_1630,Requirement Gap detected in C&I module.,Automation,Closed,Test Case 42,Medium,P1
2025-01-24,Global Nav,TC_048,C&I,Pass,D6606,Issue with data issue in C&I,UI Element Issue,In Progress,Test Case 26,Critical,P2
2025-01-25,Global Nav,TC_048,C&I,Pass,D9422,Issue with ui element issue in M&R,Environment,Open,Test Case 52,Critical,P3
2025-01-26,Global Nav,TC_048,C&I,Fail,D_1965,Test Data Issue detected in C&I module.,Manual,Closed,Test Case 24,High,P3
2025-01-27,Global Nav,TC_048,C&I,Pass,D6532,Issue with ui element issue in M&R,Data Issue,Closed,Test Case 60,Critical,P4
2025-01-28,Global Nav,TC_048,C&I,Pass,D9758,Issue with data issue in C&I,Environment,In Progress,Test Case 57,Medium,P4
2025-01-29,Global Nav,TC_048,C&I,Pass,D4279,Issue with data issue in C&I,Data Issue,In Progress,Test Case 92,Critical,P3
2025-01-30,Global Nav,TC_048,C&I,Pass,D6323,Issue with data issue in M&R,Data Issue,Open,Test Case 29,Medium,P3
2025-01-31,Global Nav,TC_048,C&I,Pass,D1621,Issue with environment in C&I,Data Issue,Open,Test Case 111,High,P2
2025-02-01,Global Nav,TC_048,C&I,Pass,D1889,Issue with environment in C&I,Data Issue,Closed,Test Case 107,Medium,P3
2025-02-02,Global Nav,TC_048,C&I,Pass,D1373,Issue with data issue in E&I,Data Issue,Closed,Test Case 22,High,P1
2025-02-03,Global Nav,TC_048,C&I,Pass,D7689,Issue with data issue in M&R,Data Issue,Closed,Test Case 66,Medium,P3
2025-02-04,Global Nav,TC_048,C&I,Fail,D_1625,Automation Script Issue detected in C&I module.,Automation,Deferred,Test Case 20,High,P3
2025-02-05,Global Nav,TC_048,C&I,Pass,D8278,Issue with ui element issue in C&I,Data Issue,Open,Test Case 11,Medium,P1
2025-02-06,Global Nav,TC_048,C&I,Pass,D3685,Issue with ui element issue in E&I,Environment,Open,Test Case 120,High,P3
2025-02-07,Global Nav,TC_048,C&I,Pass,D5537,Issue with environment in C&I,UI Element Issue,Closed,Test Case 117,Critical,P3
2025-02-08,Global Nav,TC_048,C&I,Pass,D8415,Issue with data issue in C&I,Data Issue,Open,Test Case 112,Medium,P2
2025-02-09,Global Nav,TC_048,C&I,Pass,D3545,Issue with data issue in E&I,Environment,In Progress,Test Case 58,High,P3
2025-02-10,Global Nav,TC_048,C&I,Pass,D4727,Issue with ui element issue in E&I,Environment,Open,Test Case 14,High,P3
2025-02-11,Global Nav,TC_048,C&I,Pass,D8281,Issue with data issue in M&R,Environment,In Progress,Test Case 91,High,P1
2025-02-12,Global Nav,TC_048,C&I,Fail,D_1649,Automation Script Issue detected in C&I module.,Manual,Closed,Test Case 84,High,P1
2025-02-13,Global Nav,TC_048,C&I,Pass,D3009,Issue with ui element issue in M&R,Data Issue,Closed,Test Case 69,Medium,P2
2025-02-14,Global Nav,TC_048,C&I,Pass,D8415,Issue with environment in M&R,UI Element Issue,In Progress,Test Case 77,High,P1
2025-02-15,Global Nav,TC_048,C&I,Fail,D_1195,Requirement Gap detected in C&I module.,Automation,Deferred,Test Case 113,Critical,P3
2025-02-16,Global Nav,TC_048,C&I,Pass,D9185,Issue with data issue in E&I,Data Issue,In Progress,Test Case 120,High,P1
2025-02-17,Global Nav,TC_048,C&I,Pass,D9093,Issue with data issue in C&I,UI Element Issue,Closed,Test Case 4,Critical,P2
2025-02-18,Global Nav,TC_048,C&I,Pass,D7669,Issue with ui element issue in C&I,Data Issue,In Progress,Test Case 78,Critical,P2
2025-02-19,Global Nav,TC_048,C&I,Pass,D4204,Issue with data issue in M&R,Environment,Closed,Test Case 64,Critical,P3
2025-02-20,Global Nav,TC_048,C&I,Pass,D4204,Issue with environment in C&I,UI Element Issue,In Progress,Test Case 86,Critical,P2
2025-02-21,Global Nav,TC_048,C&I,Pass,D4727,Issue with environment in E&I,Data Issue,In Progress,Test Case 18,High,P1
2025-02-22,Global Nav,TC_048,C&I,Pass,D3685,Issue with environment in M&R,UI Element Issue,In Progress,Test Case 72,Critical,P3
2025-02-23,Global Nav,TC_048,C&I,Pass,D6323,Issue with data issue in C&I,UI Element Issue,Open,Test Case 13,High,P2
2025-02-24,Global Nav,TC_048,C&I,Pass,D6606,Issue with data issue in M&R,Environment,In Progress,Test Case 83,Medium,P1
2025-02-25,Global Nav,TC_048,C&I,Pass,D8893,Issue with environment in C&I,UI Element Issue,Open,Test Case 67,High,P2
2025-02-26,Global Nav,TC_048,C&I,Pass,D3545,Issue with data issue in C&I,Data Issue,Closed,Test Case 76,Critical,P4
2025-02-27,Global Nav,TC_048,C&I,Pass,D3858,Issue with ui element issue in E&I,Data Issue,Open,Test Case 103,High,P4
2025-02-28,Global Nav,TC_048,C&I,Pass,D9715,Issue with environment in M&R,Environment,Closed,Test Case 9,High,P1
2025-03-01,Global Nav,TC_048,C&I,Pass,D8415,Issue with environment in C&I,Environment,Closed,Test Case 33,Critical,P1
2025-03-02,Global Nav,TC_048,C&I,Fail,D_1836,Requirement Gap detected in C&I module.,Automation,Closed,Test Case 45,Critical,P3
2025-03-03,Global Nav,TC_048,C&I,Pass,D3460,Issue with ui element issue in C&I,UI Element Issue,Closed,Test Case 28,Medium,P3
2025-03-04,Global Nav,TC_048,C&I,Pass,D9185,Issue with data issue in M&R,Environment,In Progress,Test Case 111,Medium,P2
2025-03-05,Global Nav,TC_048,C&I,Pass,D8415,Issue with ui element issue in M&R,UI Element Issue,Open,Test Case 40,High,P3
2024-12-15,Global Nav,TC_049,M&R,Pass,D6532,Issue with data issue in C&I,Data Issue,Closed,Test Case 104,High,P3
2024-12-16,Global Nav,TC_049,M&R,Pass,D8893,Issue with environment in E&I,Data Issue,In Progress,Test Case 55,Critical,P3
2024-12-17,Global Nav,TC_049,M&R,Fail,D_1766,Code Issue detected in M&R module.,Automation,In Progress,Test Case 13,High,P1
2024-12-18,Global Nav,TC_049,M&R,Fail,D_1323,Automation Script Issue detected in M&R module.,Manual,Closed,Test Case 23,Medium,P3
2024-12-19,Global Nav,TC_049,M&R,Fail,D_1205,Automation Script Issue detected in M&R module.,Manual,In Progress,Test Case 113,Critical,P3
2024-12-20,Global Nav,TC_049,M&R,Pass,D9715,Issue with environment in E&I,Environment,Closed,Test Case 28,High,P1
2024-12-21,Global Nav,TC_049,M&R,Pass,D8278,Issue with environment in E&I,Data Issue,Open,Test Case 62,High,P2
2024-12-22,Global Nav,TC_049,M&R,Pass,D7669,Issue with data issue in C&I,Data Issue,In Progress,Test Case 55,Critical,P4
2024-12-23,Global Nav,TC_049,M&R,Pass,D3481,Issue with ui element issue in C&I,Environment,In Progress,Test Case 30,High,P3
2024-12-24,Global Nav,TC_049,M&R,Fail,D_1259,Automation Script Issue detected in M&R module.,Automation,Deferred,Test Case 61,Critical,P4
2024-12-25,Global Nav,TC_049,M&R,Fail,D_1145,Code Issue detected in M&R module.,Manual,In Progress,Test Case 49,Critical,P1
2024-12-26,Global Nav,TC_049,M&R,Fail,D_1145,Code Issue detected in M&R module.,Manual,In Progress,Test Case 56,Medium,P1
2024-12-27,Global Nav,TC_049,M&R,Fail,D_1105,Test Data Issue detected in M&R module.,Manual,In Progress,Test Case 93,Critical,P1
2024-12-28,Global Nav,TC_049,M&R,Pass,D3685,Issue with environment in M&R,Environment,In Progress,Test Case 67,Critical,P4
2024-12-29,Global Nav,TC_049,M&R,Fail,D_1935,Code Issue detected in M&R module.,Manual,Open,Test Case 103,Medium,P1
2024-12-30,Global Nav,TC_049,M&R,Fail,D_1528,Automation Script Issue detected in M&R module.,Manual,Deferred,Test Case 13,Critical,P3
2024-12-31,Global Nav,TC_049,M&R,Pass,D6619,Issue with data issue in C&I,Data Issue,Closed,Test Case 97,High,P2
2025-01-01,Global Nav,TC_049,M&R,Fail,D_1474,Code Issue detected in M&R module.,Manual,Open,Test Case 105,High,P4
2025-01-02,Global Nav,TC_049,M&R,Pass,D9422,Issue with environment in M&R,UI Element Issue,Closed,Test Case 5,Critical,P4
2025-01-03,Global Nav,TC_049,M&R,Pass,D3213,Issue with data issue in C&I,Environment,Open,Test Case 7,High,P4
2025-01-04,Global Nav,TC_049,M&R,Fail,D_1939,Test Data Issue detected in M&R module.,Automation,Open,Test Case 33,Critical,P3
2025-01-05,Global Nav,TC_049,M&R,Pass,D9422,Issue with ui element issue in C&I,Environment,Closed,Test Case 21,High,P1
2025-01-06,Global Nav,TC_049,M&R,Pass,D3009,Issue with data issue in E&I,Environment,In Progress,Test Case 104,High,P3
2025-01-07,Global Nav,TC_049,M&R,Pass,D7669,Issue with environment in C&I,Environment,Closed,Test Case 24,Critical,P4
2025-01-08,Global Nav,TC_049,M&R,Pass,D7669,Issue with ui element issue in E&I,UI Element Issue,Closed,Test Case 4,High,P3
2025-01-09,Global Nav,TC_049,M&R,Pass,D3545,Issue with ui element issue in C&I,Data Issue,Closed,Test Case 65,High,P4
2025-01-10,Global Nav,TC_049,M&R,Pass,D7558,Issue with data issue in E&I,Data Issue,Closed,Test Case 34,Critical,P2
2025-01-11,Global Nav,TC_049,M&R,Fail,D_1028,Environment Issue detected in M&R module.,Automation,In Progress,Test Case 82,Medium,P2
2025-01-12,Global Nav,TC_049,M&R,Fail,D_1792,Environment Issue detected in M&R module.,Manual,Closed,Test Case 108,High,P3
2025-01-13,Global Nav,TC_049,M&R,Fail,D_1994,Test Data Issue detected in M&R module.,Manual,In Progress,Test Case 42,Critical,P2
2025-01-14,Global Nav,TC_049,M&R,Pass,D8278,Issue with environment in E&I,UI Element Issue,Open,Test Case 86,High,P1
2025-01-15,Global Nav,TC_049,M&R,Fail,D_1743,Code Issue detected in M&R module.,Manual,Closed,Test Case 11,High,P2
2025-01-16,Global Nav,TC_049,M&R,Pass,D9185,Issue with environment in M&R,UI Element Issue,Open,Test Case 80,Critical,P2
2025-01-17,Global Nav,TC_049,M&R,Pass,D3685,Issue with data issue in C&I,Environment,In Progress,Test Case 40,Medium,P3
2025-01-18,Global Nav,TC_049,M&R,Pass,D8281,Issue with data issue in E&I,Environment,Open,Test Case 116,Medium,P2
2025-01-19,Global Nav,TC_049,M&R,Pass,D9082,Issue with ui element issue in E&I,Environment,Closed,Test Case 58,Critical,P4
2025-01-20,Global Nav,TC_049,M&R,Pass,D1972,Issue with ui element issue in E&I,Data Issue,Closed,Test Case 59,Medium,P3
2025-01-21,Global Nav,TC_049,M&R,Pass,D7689,Issue with data issue in E&I,Environment,In Progress,Test Case 12,Medium,P1
2025-01-22,Global Nav,TC_049,M&R,Pass,D3481,Issue with ui element issue in C&I,UI Element Issue,Open,Test Case 49,High,P4
2025-01-23,Global Nav,TC_049,M&R,Pass,D8400,Issue with ui element issue in C&I,Data Issue,In Progress,Test Case 55,Medium,P3
2025-01-24,Global Nav,TC_049,M&R,Pass,D8281,Issue with environment in E&I,UI Element Issue,In Progress,Test Case 29,Medium,P4
2025-01-25,Global Nav,TC_049,M&R,Pass,D8392,Issue with data issue in C&I,Data Issue,Closed,Test Case 51,Medium,P2
2025-01-26,Global Nav,TC_049,M&R,Pass,D4204,Issue with ui element issue in E&I,UI Element Issue,Open,Test Case 37,Critical,P2
2025-01-27,Global Nav,TC_049,M&R,Fail,D_1049,Test Data Issue detected in M&R module.,Manual,Open,Test Case 88,High,P3
2025-01-28,Global Nav,TC_049,M&R,Pass,D7558,Issue with environment in C&I,UI Element Issue,In Progress,Test Case 55,Medium,P4
2025-01-29,Global Nav,TC_049,M&R,Pass,D9185,Issue with environment in E&I,Environment,Open,Test Case 86,High,P4
2025-01-30,Global Nav,TC_049,M&R,Pass,D8812,Issue with environment in C&I,Data Issue,Open,Test Case 111,High,P3
2025-01-31,Global Nav,TC_049,M&R,Pass,D5537,Issue with environment in E&I,Data Issue,Closed,Test Case 107,Critical,P2
2025-02-01,Global Nav,TC_049,M&R,Fail,D_1541,Test Data Issue detected in M&R module.,Automation,Open,Test Case 41,Critical,P4
2025-02-02,Global Nav,TC_049,M&R,Fail,D_1091,Code Issue detected in M&R module.,Manual,Open,Test Case 18,High,P2
2025-02-03,Global Nav,TC_049,M&R,Pass,D3213,Issue with environment in C&I,Environment,In Progress,Test Case 59,Critical,P3
2025-02-04,Global Nav,TC_049,M&R,Fail,D_1963,Test Data Issue detected in M&R module.,Manual,Deferred,Test Case 87,Critical,P1
2025-02-05,Global Nav,TC_049,M&R,Pass,D3213,Issue with ui element issue in C&I,UI Element Issue,In Progress,Test Case 77,Critical,P4
2025-02-06,Global Nav,TC_049,M&R,Pass,D1889,Issue with ui element issue in M&R,UI Element Issue,Closed,Test Case 108,Critical,P2
2025-02-07,Global Nav,TC_049,M&R,Fail,D_1727,Requirement Gap detected in M&R module.,Automation,Open,Test Case 22,Critical,P4
2025-02-08,Global Nav,TC_049,M&R,Pass,D5257,Issue with ui element issue in M&R,Environment,In Progress,Test Case 111,High,P3
2025-02-09,Global Nav,TC_049,M&R,Pass,D3545,Issue with data issue in E&I,Data Issue,Closed,Test Case 97,High,P3
2025-02-10,Global Nav,TC_049,M&R,Pass,D8789,Issue with data issue in C&I,Environment,Closed,Test Case 113,High,P2
2025-02-11,Global Nav,TC_049,M&R,Pass,D1373,Issue with data issue in C&I,UI Element Issue,Open,Test Case 10,Critical,P2
